TIME,INDICATOR_approvisionnement,SUBJECT_approvisionnement,MEASURE_approvisionnement,Value_approvisionnement,Flag Codes_approvisionnement,INDICATOR_production,SUBJECT_production,MEASURE_production,Value_production,Flag Codes_production,LOCATION,FREQUENCY,Value_prix,Value_renouvelable
2010,PRYENRGSUPPLY,TOT,TOE_1000USD,0.125,,OILPROD,TOT,KTOE,697.485,,POL,A,77.89,7270.496
2011,PRYENRGSUPPLY,TOT,TOE_1000USD,0.12,,OILPROD,TOT,KTOE,626.653,,POL,A,109.58,7937.102
2012,PRYENRGSUPPLY,TOT,TOE_1000USD,0.114,,OILPROD,TOT,KTOE,691.5889999999999,,POL,A,109.97,8609.188
2013,PRYENRGSUPPLY,TOT,TOE_1000USD,0.113,,OILPROD,TOT,KTOE,981.967,,POL,A,107.71,8568.157
2014,PRYENRGSUPPLY,TOT,TOE_1000USD,0.105,,OILPROD,TOT,KTOE,969.6260000000001,,POL,A,96.28,8608.521999999999
2015,PRYENRGSUPPLY,TOT,TOE_1000USD,0.102,,OILPROD,TOT,KTOE,945.3330000000001,,POL,A,49.75,8971.247
2016,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10400000000000001,,OILPROD,TOT,KTOE,1016.11,,POL,A,40.64,8769.233
2017,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10300000000000001,,OILPROD,TOT,KTOE,1011.035,,POL,A,52.63,8267.66
1980,PRYENRGSUPPLY,TOT,TOE_1000USD,0.068,,OILPROD,TOT,KTOE,0.0,,PRT,A,35.45,1408.355
1981,PRYENRGSUPPLY,TOT,TOE_1000USD,0.067,,OILPROD,TOT,KTOE,0.0,,PRT,A,38.86,1171.6680000000001
1982,PRYENRGSUPPLY,TOT,TOE_1000USD,0.073,,OILPROD,TOT,KTOE,0.0,,PRT,A,36.37,1377.104
1983,PRYENRGSUPPLY,TOT,TOE_1000USD,0.073,,OILPROD,TOT,KTOE,0.0,,PRT,A,32.2,1519.504
1984,PRYENRGSUPPLY,TOT,TOE_1000USD,0.075,,OILPROD,TOT,KTOE,0.0,,PRT,A,30.94,1662.2479999999998
1985,PRYENRGSUPPLY,TOT,TOE_1000USD,0.07200000000000001,,OILPROD,TOT,KTOE,0.0,,PRT,A,29.15,1845.773
1986,PRYENRGSUPPLY,TOT,TOE_1000USD,0.076,,OILPROD,TOT,KTOE,0.0,,PRT,A,16.2,1751.3470000000002
1987,PRYENRGSUPPLY,TOT,TOE_1000USD,0.073,,OILPROD,TOT,KTOE,0.0,,PRT,A,18.74,1842.476
1988,PRYENRGSUPPLY,TOT,TOE_1000USD,0.071,,OILPROD,TOT,KTOE,0.0,,PRT,A,15.62,2120.995
1989,PRYENRGSUPPLY,TOT,TOE_1000USD,0.081,,OILPROD,TOT,KTOE,0.0,,PRT,A,18.07,2386.825
1990,PRYENRGSUPPLY,TOT,TOE_1000USD,0.083,,OILPROD,TOT,KTOE,0.0,,PRT,A,22.75,3277.362
1991,PRYENRGSUPPLY,TOT,TOE_1000USD,0.08,,OILPROD,TOT,KTOE,0.0,,PRT,A,19.64,3283.353
1992,PRYENRGSUPPLY,TOT,TOE_1000USD,0.085,,OILPROD,TOT,KTOE,0.0,,PRT,A,18.03,2849.132
1993,PRYENRGSUPPLY,TOT,TOE_1000USD,0.085,,OILPROD,TOT,KTOE,0.0,,PRT,A,16.0,3194.9179999999997
1994,PRYENRGSUPPLY,TOT,TOE_1000USD,0.087,,OILPROD,TOT,KTOE,0.0,,PRT,A,15.72,3425.772
1995,PRYENRGSUPPLY,TOT,TOE_1000USD,0.092,,OILPROD,TOT,KTOE,0.0,,PRT,A,17.22,3317.738
1996,PRYENRGSUPPLY,TOT,TOE_1000USD,0.08800000000000001,,OILPROD,TOT,KTOE,0.0,,PRT,A,20.35,3792.7790000000005
1997,PRYENRGSUPPLY,TOT,TOE_1000USD,0.08900000000000001,,OILPROD,TOT,KTOE,0.0,,PRT,A,18.95,3747.559
1998,PRYENRGSUPPLY,TOT,TOE_1000USD,0.091,,OILPROD,TOT,KTOE,0.0,,PRT,A,12.21,3732.14
1999,PRYENRGSUPPLY,TOT,TOE_1000USD,0.094,,OILPROD,TOT,KTOE,0.0,,PRT,A,17.38,3339.191
2000,PRYENRGSUPPLY,TOT,TOE_1000USD,0.092,,OILPROD,TOT,KTOE,0.0,,PRT,A,28.2,3759.3190000000004
2001,PRYENRGSUPPLY,TOT,TOE_1000USD,0.091,,OILPROD,TOT,KTOE,0.0,,PRT,A,24.02,4009.5440000000003
2002,PRYENRGSUPPLY,TOT,TOE_1000USD,0.094,,OILPROD,TOT,KTOE,0.0,,PRT,A,24.27,3551.886
2003,PRYENRGSUPPLY,TOT,TOE_1000USD,0.092,,OILPROD,TOT,KTOE,0.0,,PRT,A,28.72,4241.2390000000005
2004,PRYENRGSUPPLY,TOT,TOE_1000USD,0.09300000000000001,,OILPROD,TOT,KTOE,0.0,,PRT,A,37.89,3799.4590000000003
2005,PRYENRGSUPPLY,TOT,TOE_1000USD,0.094,,OILPROD,TOT,KTOE,0.0,,PRT,A,51.94,3474.5209999999997
2006,PRYENRGSUPPLY,TOT,TOE_1000USD,0.08800000000000001,,OILPROD,TOT,KTOE,0.0,,PRT,A,62.77,4212.339
2007,PRYENRGSUPPLY,TOT,TOE_1000USD,0.087,,OILPROD,TOT,KTOE,0.0,,PRT,A,70.23,4481.151
2008,PRYENRGSUPPLY,TOT,TOE_1000USD,0.084,,OILPROD,TOT,KTOE,0.0,,PRT,A,98.83,4328.799
2009,PRYENRGSUPPLY,TOT,TOE_1000USD,0.086,,OILPROD,TOT,KTOE,0.0,,PRT,A,62.49,4785.531
2010,PRYENRGSUPPLY,TOT,TOE_1000USD,0.081,,OILPROD,TOT,KTOE,0.0,,PRT,A,79.13,5460.629
2011,PRYENRGSUPPLY,TOT,TOE_1000USD,0.081,,OILPROD,TOT,KTOE,0.0,,PRT,A,112.33,5138.832
2012,PRYENRGSUPPLY,TOT,TOE_1000USD,0.079,,OILPROD,TOT,KTOE,0.0,,PRT,A,112.21,4354.076
2013,PRYENRGSUPPLY,TOT,TOE_1000USD,0.08,,OILPROD,TOT,KTOE,0.0,,PRT,A,109.74,5301.406999999999
2014,PRYENRGSUPPLY,TOT,TOE_1000USD,0.078,,OILPROD,TOT,KTOE,0.0,,PRT,A,100.22,5513.179
2015,PRYENRGSUPPLY,TOT,TOE_1000USD,0.08,,OILPROD,TOT,KTOE,0.0,,PRT,A,53.44,4966.544
2016,PRYENRGSUPPLY,TOT,TOE_1000USD,0.079,,OILPROD,TOT,KTOE,0.0,,PRT,A,42.73,5620.685
2017,PRYENRGSUPPLY,TOT,TOE_1000USD,0.081,,OILPROD,TOT,KTOE,0.0,,PRT,A,53.59,4777.044
1980,PRYENRGSUPPLY,TOT,TOE_1000USD,0.298,,OILPROD,TOT,KTOE,41.912,,SVK,A,,358.536
1981,PRYENRGSUPPLY,TOT,TOE_1000USD,0.294,,OILPROD,TOT,KTOE,38.918,,SVK,A,,325.824
1982,PRYENRGSUPPLY,TOT,TOE_1000USD,0.282,,OILPROD,TOT,KTOE,34.926,,SVK,A,,288.85
1983,PRYENRGSUPPLY,TOT,TOE_1000USD,0.282,,OILPROD,TOT,KTOE,36.922,,SVK,A,,281.413
1984,PRYENRGSUPPLY,TOT,TOE_1000USD,0.29,,OILPROD,TOT,KTOE,34.926,,SVK,A,,255.49400000000003
1985,PRYENRGSUPPLY,TOT,TOE_1000USD,0.289,,OILPROD,TOT,KTOE,65.861,,SVK,A,,311.05400000000003
1986,PRYENRGSUPPLY,TOT,TOE_1000USD,0.276,,OILPROD,TOT,KTOE,86.81700000000001,,SVK,A,,273.04900000000004
1987,PRYENRGSUPPLY,TOT,TOE_1000USD,0.278,,OILPROD,TOT,KTOE,95.79799999999999,,SVK,A,,303.769
1988,PRYENRGSUPPLY,TOT,TOE_1000USD,0.276,,OILPROD,TOT,KTOE,97.794,,SVK,A,,293.92400000000004
1989,PRYENRGSUPPLY,TOT,TOE_1000USD,0.272,,OILPROD,TOT,KTOE,96.796,,SVK,A,,297.01
1990,PRYENRGSUPPLY,TOT,TOE_1000USD,0.27699999999999997,,OILPROD,TOT,KTOE,72.657,,SVK,A,,328.00699999999995
1991,PRYENRGSUPPLY,TOT,TOE_1000USD,0.29100000000000004,,OILPROD,TOT,KTOE,71.128,,SVK,A,,262.91700000000003
1992,PRYENRGSUPPLY,TOT,TOE_1000USD,0.295,,OILPROD,TOT,KTOE,72.613,,SVK,A,,284.375
1993,PRYENRGSUPPLY,TOT,TOE_1000USD,0.284,,OILPROD,TOT,KTOE,66.645,,SVK,A,,469.719
1994,PRYENRGSUPPLY,TOT,TOE_1000USD,0.263,,OILPROD,TOT,KTOE,66.645,,SVK,A,,545.501
1995,PRYENRGSUPPLY,TOT,TOE_1000USD,0.253,,OILPROD,TOT,KTOE,73.608,,SVK,A,,497.205
1996,PRYENRGSUPPLY,TOT,TOE_1000USD,0.24100000000000002,,OILPROD,TOT,KTOE,70.624,,SVK,A,,438.67
1997,PRYENRGSUPPLY,TOT,TOE_1000USD,0.22699999999999998,,OILPROD,TOT,KTOE,63.661,,SVK,A,,432.51199999999994
1998,PRYENRGSUPPLY,TOT,TOE_1000USD,0.212,,OILPROD,TOT,KTOE,59.681999999999995,,SVK,A,,439.004
1999,PRYENRGSUPPLY,TOT,TOE_1000USD,0.214,,OILPROD,TOT,KTOE,65.352,,SVK,A,,455.82300000000004
2000,PRYENRGSUPPLY,TOT,TOE_1000USD,0.212,,OILPROD,TOT,KTOE,58.586000000000006,,SVK,A,,488.13
2001,PRYENRGSUPPLY,TOT,TOE_1000USD,0.215,,OILPROD,TOT,KTOE,45.76,,SVK,A,,767.303
2002,PRYENRGSUPPLY,TOT,TOE_1000USD,0.20800000000000002,,OILPROD,TOT,KTOE,43.771,,SVK,A,,745.4010000000001
2003,PRYENRGSUPPLY,TOT,TOE_1000USD,0.196,,OILPROD,TOT,KTOE,41.781000000000006,,SVK,A,,646.054
2004,PRYENRGSUPPLY,TOT,TOE_1000USD,0.183,,OILPROD,TOT,KTOE,37.666,,SVK,A,,729.6289999999999
2005,PRYENRGSUPPLY,TOT,TOE_1000USD,0.17600000000000002,,OILPROD,TOT,KTOE,30.505,,SVK,A,,808.552
2006,PRYENRGSUPPLY,TOT,TOE_1000USD,0.161,,OILPROD,TOT,KTOE,27.754,,SVK,A,,834.7260000000001
2007,PRYENRGSUPPLY,TOT,TOE_1000USD,0.139,,OILPROD,TOT,KTOE,21.701999999999998,,SVK,A,69.97,942.73
2008,PRYENRGSUPPLY,TOT,TOE_1000USD,0.135,,OILPROD,TOT,KTOE,17.713,,SVK,A,90.49,938.5419999999999
2009,PRYENRGSUPPLY,TOT,TOE_1000USD,0.13,,OILPROD,TOT,KTOE,14.761,,SVK,A,59.37,1130.14
2010,PRYENRGSUPPLY,TOT,TOE_1000USD,0.132,,OILPROD,TOT,KTOE,12.793,,SVK,A,78.72,1323.723
2011,PRYENRGSUPPLY,TOT,TOE_1000USD,0.125,,OILPROD,TOT,KTOE,14.761,,SVK,A,108.9,1292.271
2012,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11800000000000001,,OILPROD,TOT,KTOE,10.824000000000002,,SVK,A,109.83,1358.6779999999999
2013,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11800000000000001,,OILPROD,TOT,KTOE,9.84,,SVK,A,107.29,1409.2679999999998
2014,PRYENRGSUPPLY,TOT,TOE_1000USD,0.109,,OILPROD,TOT,KTOE,8.856,,SVK,A,95.63,1419.9589999999998
2015,PRYENRGSUPPLY,TOT,TOE_1000USD,0.107,,OILPROD,TOT,KTOE,9.84,,SVK,A,50.7,1575.785
2016,PRYENRGSUPPLY,TOT,TOE_1000USD,0.105,,OILPROD,TOT,KTOE,8.256,,SVK,A,42.32,1576.8229999999999
2017,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10400000000000001,,OILPROD,TOT,KTOE,6.192,,SVK,A,53.71,1607.746
1980,PRYENRGSUPPLY,TOT,TOE_1000USD,0.099,,OILPROD,TOT,KTOE,1632.496,,ESP,A,32.25,2807.132
1981,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10099999999999999,,OILPROD,TOT,KTOE,1249.338,,ESP,A,35.94,2201.28
1982,PRYENRGSUPPLY,TOT,TOE_1000USD,0.09699999999999999,,OILPROD,TOT,KTOE,1560.144,,ESP,A,32.84,2607.757
1983,PRYENRGSUPPLY,TOT,TOE_1000USD,0.09699999999999999,,OILPROD,TOT,KTOE,3033.67,,ESP,A,29.13,2669.2270000000003
1984,PRYENRGSUPPLY,TOT,TOE_1000USD,0.098,,OILPROD,TOT,KTOE,2360.087,,ESP,A,28.71,3110.046
1985,PRYENRGSUPPLY,TOT,TOE_1000USD,0.09699999999999999,,OILPROD,TOT,KTOE,2224.556,,ESP,A,27.15,3134.4990000000003
1986,PRYENRGSUPPLY,TOT,TOE_1000USD,0.096,,OILPROD,TOT,KTOE,1895.4070000000002,,ESP,A,13.87,2727.7729999999997
1987,PRYENRGSUPPLY,TOT,TOE_1000USD,0.09300000000000001,,OILPROD,TOT,KTOE,1671.219,,ESP,A,18.29,2832.803
1988,PRYENRGSUPPLY,TOT,TOE_1000USD,0.096,,OILPROD,TOT,KTOE,1508.1729999999998,,ESP,A,14.42,3535.0290000000005
1989,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10099999999999999,,OILPROD,TOT,KTOE,1057.759,,ESP,A,17.22,5213.380999999999
1990,PRYENRGSUPPLY,TOT,TOE_1000USD,0.099,,OILPROD,TOT,KTOE,810.1339999999999,,ESP,A,21.88,6201.968000000001
1991,PRYENRGSUPPLY,TOT,TOE_1000USD,0.1,,OILPROD,TOT,KTOE,1087.3110000000001,,ESP,A,18.5,6113.026
1992,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10099999999999999,,OILPROD,TOT,KTOE,1093.4260000000002,,ESP,A,17.31,5087.804
1993,PRYENRGSUPPLY,TOT,TOE_1000USD,0.098,,OILPROD,TOT,KTOE,890.637,,ESP,A,15.13,5571.893
1994,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10099999999999999,,OILPROD,TOT,KTOE,822.362,,ESP,A,15.24,5958.765
1995,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10300000000000001,,OILPROD,TOT,KTOE,664.4110000000001,,ESP,A,16.96,5507.285
1996,PRYENRGSUPPLY,TOT,TOE_1000USD,0.099,,OILPROD,TOT,KTOE,521.746,,ESP,A,20.45,6984.741999999999
1997,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10099999999999999,,OILPROD,TOT,KTOE,378.06199999999995,,ESP,A,18.34,6643.71
1998,PRYENRGSUPPLY,TOT,TOE_1000USD,0.102,,OILPROD,TOT,KTOE,539.07,,ESP,A,11.8,6781.9
1999,PRYENRGSUPPLY,TOT,TOE_1000USD,0.102,,OILPROD,TOT,KTOE,304.692,,ESP,A,16.99,6028.026999999999
2000,PRYENRGSUPPLY,TOT,TOE_1000USD,0.102,,OILPROD,TOT,KTOE,231.321,,ESP,A,27.16,6815.063
2001,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10099999999999999,,OILPROD,TOT,KTOE,344.434,,ESP,A,23.32,8156.564
2002,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10099999999999999,,OILPROD,TOT,KTOE,322.015,,ESP,A,23.95,6894.134
2003,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10099999999999999,,OILPROD,TOT,KTOE,328.13,,ESP,A,28.13,9195.723
2004,PRYENRGSUPPLY,TOT,TOE_1000USD,0.102,,OILPROD,TOT,KTOE,259.85400000000004,,ESP,A,36.03,8816.209
2005,PRYENRGSUPPLY,TOT,TOE_1000USD,0.1,,OILPROD,TOT,KTOE,169.16,,ESP,A,50.54,8397.73
2006,PRYENRGSUPPLY,TOT,TOE_1000USD,0.096,,OILPROD,TOT,KTOE,141.64600000000002,,ESP,A,60.99,9163.865
2007,PRYENRGSUPPLY,TOT,TOE_1000USD,0.094,,OILPROD,TOT,KTOE,144.703,,ESP,A,68.66,10007.404
2008,PRYENRGSUPPLY,TOT,TOE_1000USD,0.09,,OILPROD,TOT,KTOE,129.418,,ESP,A,94.86,10552.329
2009,PRYENRGSUPPLY,TOT,TOE_1000USD,0.086,,OILPROD,TOT,KTOE,106.999,,ESP,A,59.78,12569.376
2010,PRYENRGSUPPLY,TOT,TOE_1000USD,0.086,,OILPROD,TOT,KTOE,125.34100000000001,,ESP,A,77.84,15047.177
2011,PRYENRGSUPPLY,TOT,TOE_1000USD,0.085,,OILPROD,TOT,KTOE,101.904,,ESP,A,108.5,14831.906
2012,PRYENRGSUPPLY,TOT,TOE_1000USD,0.08800000000000001,,OILPROD,TOT,KTOE,144.703,,ESP,A,109.48,16135.312
2013,PRYENRGSUPPLY,TOT,TOE_1000USD,0.083,,OILPROD,TOT,KTOE,375.005,,ESP,A,106.77,17744.116
2014,PRYENRGSUPPLY,TOT,TOE_1000USD,0.08,,OILPROD,TOT,KTOE,310.806,,ESP,A,97.07,17768.361
2015,PRYENRGSUPPLY,TOT,TOE_1000USD,0.081,,OILPROD,TOT,KTOE,236.416,,ESP,A,49.51,16618.83
2016,PRYENRGSUPPLY,TOT,TOE_1000USD,0.079,,OILPROD,TOT,KTOE,143.684,,ESP,A,40.08,17430.889
2017,PRYENRGSUPPLY,TOT,TOE_1000USD,0.08,,OILPROD,TOT,KTOE,120.24600000000001,,ESP,A,51.69,16272.191
1980,PRYENRGSUPPLY,TOT,TOE_1000USD,0.196,,OILPROD,TOT,KTOE,25.175,,SWE,A,32.22,9110.127
1981,PRYENRGSUPPLY,TOT,TOE_1000USD,0.204,,OILPROD,TOT,KTOE,6.042000000000001,,SWE,A,35.7,9329.601999999999
1982,PRYENRGSUPPLY,TOT,TOE_1000USD,0.193,,OILPROD,TOT,KTOE,14.097999999999999,,SWE,A,33.63,8785.388
1983,PRYENRGSUPPLY,TOT,TOE_1000USD,0.192,,OILPROD,TOT,KTOE,23.160999999999998,,SWE,A,29.77,10024.75
1984,PRYENRGSUPPLY,TOT,TOE_1000USD,0.195,,OILPROD,TOT,KTOE,13.091,,SWE,A,28.97,10813.93
1985,PRYENRGSUPPLY,TOT,TOE_1000USD,0.207,,OILPROD,TOT,KTOE,8.056000000000001,,SWE,A,27.51,11342.466999999999
1986,PRYENRGSUPPLY,TOT,TOE_1000USD,0.21,,OILPROD,TOT,KTOE,4.0280000000000005,,SWE,A,14.67,10492.257
1987,PRYENRGSUPPLY,TOT,TOE_1000USD,0.2,,OILPROD,TOT,KTOE,4.0280000000000005,,SWE,A,18.0,11495.686000000002
1988,PRYENRGSUPPLY,TOT,TOE_1000USD,0.19899999999999998,,OILPROD,TOT,KTOE,3.0210000000000004,,SWE,A,14.73,11423.97
1989,PRYENRGSUPPLY,TOT,TOE_1000USD,0.18600000000000003,,OILPROD,TOT,KTOE,3.0210000000000004,,SWE,A,18.05,11514.465
1990,PRYENRGSUPPLY,TOT,TOE_1000USD,0.184,,OILPROD,TOT,KTOE,3.0210000000000004,,SWE,A,23.02,11530.32
1991,PRYENRGSUPPLY,TOT,TOE_1000USD,0.192,,OILPROD,TOT,KTOE,2.0140000000000002,,SWE,A,20.19,10993.537
1992,PRYENRGSUPPLY,TOT,TOE_1000USD,0.185,,OILPROD,TOT,KTOE,1.0070000000000001,,SWE,A,18.98,12162.912
1993,PRYENRGSUPPLY,TOT,TOE_1000USD,0.18899999999999997,,OILPROD,TOT,KTOE,0.0,,SWE,A,16.6,12558.542
1994,PRYENRGSUPPLY,TOT,TOE_1000USD,0.19399999999999998,,OILPROD,TOT,KTOE,5.035,,SWE,A,15.81,11456.858999999999
1995,PRYENRGSUPPLY,TOT,TOE_1000USD,0.18899999999999997,,OILPROD,TOT,KTOE,4.0280000000000005,,SWE,A,17.23,12836.204
1996,PRYENRGSUPPLY,TOT,TOE_1000USD,0.191,,OILPROD,TOT,KTOE,0.0,,SWE,A,20.86,11858.866000000002
1997,PRYENRGSUPPLY,TOT,TOE_1000USD,0.18,,OILPROD,TOT,KTOE,0.0,,SWE,A,18.9,13523.621000000001
1998,PRYENRGSUPPLY,TOT,TOE_1000USD,0.17600000000000002,,OILPROD,TOT,KTOE,0.0,,SWE,A,12.61,14004.82
1999,PRYENRGSUPPLY,TOT,TOE_1000USD,0.166,,OILPROD,TOT,KTOE,0.0,,SWE,A,17.68,13358.603000000001
2000,PRYENRGSUPPLY,TOT,TOE_1000USD,0.15,,OILPROD,TOT,KTOE,0.0,,SWE,A,28.13,14741.096000000001
2001,PRYENRGSUPPLY,TOT,TOE_1000USD,0.157,,OILPROD,TOT,KTOE,0.0,,SWE,A,24.03,14230.218
2002,PRYENRGSUPPLY,TOT,TOE_1000USD,0.157,,OILPROD,TOT,KTOE,0.0,,SWE,A,23.86,13122.917
2003,PRYENRGSUPPLY,TOT,TOE_1000USD,0.15,,OILPROD,TOT,KTOE,0.0,,SWE,A,28.6,12389.162
2004,PRYENRGSUPPLY,TOT,TOE_1000USD,0.15,,OILPROD,TOT,KTOE,0.0,,SWE,A,36.47,13147.461000000001
2005,PRYENRGSUPPLY,TOT,TOE_1000USD,0.14300000000000002,,OILPROD,TOT,KTOE,0.0,,SWE,A,51.78,14851.996000000001
2006,PRYENRGSUPPLY,TOT,TOE_1000USD,0.133,,OILPROD,TOT,KTOE,0.0,,SWE,A,62.5,14414.11
2007,PRYENRGSUPPLY,TOT,TOE_1000USD,0.128,,OILPROD,TOT,KTOE,0.0,,SWE,A,70.13,15198.055
2008,PRYENRGSUPPLY,TOT,TOE_1000USD,0.128,,OILPROD,TOT,KTOE,0.0,,SWE,A,95.09,15603.618
2009,PRYENRGSUPPLY,TOT,TOE_1000USD,0.12300000000000001,,OILPROD,TOT,KTOE,0.0,,SWE,A,60.58,15833.792
2010,PRYENRGSUPPLY,TOT,TOE_1000USD,0.13,,OILPROD,TOT,KTOE,0.0,,SWE,A,79.0,17000.945
2011,PRYENRGSUPPLY,TOT,TOE_1000USD,0.124,,OILPROD,TOT,KTOE,0.0,,SWE,A,110.67,16327.652
2012,PRYENRGSUPPLY,TOT,TOE_1000USD,0.125,,OILPROD,TOT,KTOE,0.0,,SWE,A,112.36,18488.964
2013,PRYENRGSUPPLY,TOT,TOE_1000USD,0.122,,OILPROD,TOT,KTOE,0.0,,SWE,A,109.1,16982.624
2014,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11599999999999999,,OILPROD,TOT,KTOE,0.0,,SWE,A,97.75,17299.886000000002
2015,PRYENRGSUPPLY,TOT,TOE_1000USD,0.105,,OILPROD,TOT,KTOE,0.0,,SWE,A,51.19,19093.997
2016,PRYENRGSUPPLY,TOT,TOE_1000USD,0.11,,OILPROD,TOT,KTOE,0.0,,SWE,A,42.41,18282.203
2017,PRYENRGSUPPLY,TOT,TOE_1000USD,0.10300000000000001,,OILPROD,TOT,KTOE,0.0,,SWE,A,54.17,18426.384
1980,PRYENRGSUPPLY,TOT,TOE_1000USD,0.081,,OILPROD,TOT,KTOE,0.0,,CHE,A,34.68,3292.92
1981,PRYENRGSUPPLY,TOT,TOE_1000USD,0.078,,OILPROD,TOT,KTOE,0.0,,CHE,A,37.97,3638.14
1982,PRYENRGSUPPLY,TOT,TOE_1000USD,0.077,,OILPROD,TOT,KTOE,0.0,,CHE,A,34.23,3774.9320000000002
1983,PRYENRGSUPPLY,TOT,TOE_1000USD,0.08199999999999999,,OILPROD,TOT,KTOE,0.0,,CHE,A,30.25,3572.705
1984,PRYENRGSUPPLY,TOT,TOE_1000USD,0.081,,OILPROD,TOT,KTOE,0.0,,CHE,A,28.79,3135.292
1985,PRYENRGSUPPLY,TOT,TOE_1000USD,0.083,,OILPROD,TOT,KTOE,0.0,,CHE,A,27.81,3361.67
1986,PRYENRGSUPPLY,TOT,TOE_1000USD,0.085,,OILPROD,TOT,KTOE,0.0,,CHE,A,14.28,3489.95
1987,PRYENRGSUPPLY,TOT,TOE_1000USD,0.081,,OILPROD,TOT,KTOE,0.0,,CHE,A,18.41,3647.5490000000004
1988,PRYENRGSUPPLY,TOT,TOE_1000USD,0.08,,OILPROD,TOT,KTOE,0.0,,CHE,A,15.3,3749.5840000000003
1989,PRYENRGSUPPLY,TOT,TOE_1000USD,0.075,,OILPROD,TOT,KTOE,0.0,,CHE,A,19.02,3238.2529999999997
1990,PRYENRGSUPPLY,TOT,TOE_1000USD,0.079,,OILPROD,TOT,KTOE,0.0,,CHE,A,24.23,3632.241
1991,PRYENRGSUPPLY,TOT,TOE_1000USD,0.081,,OILPROD,TOT,KTOE,0.0,,CHE,A,21.05,3917.798
1992,PRYENRGSUPPLY,TOT,TOE_1000USD,0.081,,OILPROD,TOT,KTOE,0.0,,CHE,A,19.6,3945.897
1993,PRYENRGSUPPLY,TOT,TOE_1000USD,0.08,,OILPROD,TOT,KTOE,0.0,,CHE,A,17.49,4225.537
1994,PRYENRGSUPPLY,TOT,TOE_1000USD,0.079,,OILPROD,TOT,KTOE,0.0,,CHE,A,16.36,4480.854
1995,PRYENRGSUPPLY,TOT,TOE_1000USD,0.078,,OILPROD,TOT,KTOE,0.0,,CHE,A,17.69,4192.559
1996,PRYENRGSUPPLY,TOT,TOE_1000USD,0.079,,OILPROD,TOT,KTOE,0.0,,CHE,A,21.71,3720.3790000000004
1997,PRYENRGSUPPLY,TOT,TOE_1000USD,0.078,,OILPROD,TOT,KTOE,0.0,,CHE,A,20.5,4088.546
1998,PRYENRGSUPPLY,TOT,TOE_1000USD,0.077,,OILPROD,TOT,KTOE,0.0,,CHE,A,13.38,4087.255
1999,PRYENRGSUPPLY,TOT,TOE_1000USD,0.076,,OILPROD,TOT,KTOE,0.0,,CHE,A,18.35,4714.799
2000,PRYENRGSUPPLY,TOT,TOE_1000USD,0.07200000000000001,,OILPROD,TOT,KTOE,0.0,,CHE,A,29.53,4432.258
2001,PRYENRGSUPPLY,TOT,TOE_1000USD,0.076,,OILPROD,TOT,KTOE,0.0,,CHE,A,25.04,4882.179
2002,PRYENRGSUPPLY,TOT,TOE_1000USD,0.073,,OILPROD,TOT,KTOE,0.0,,CHE,A,25.34,4357.682
2003,PRYENRGSUPPLY,TOT,TOE_1000USD,0.07400000000000001,,OILPROD,TOT,KTOE,0.0,,CHE,A,30.26,4378.887
2004,PRYENRGSUPPLY,TOT,TOE_1000USD,0.07200000000000001,,OILPROD,TOT,KTOE,0.0,,CHE,A,38.73,4298.734
2005,PRYENRGSUPPLY,TOT,TOE_1000USD,0.069,,OILPROD,TOT,KTOE,0.0,,CHE,A,55.81,4157.397
2006,PRYENRGSUPPLY,TOT,TOE_1000USD,0.07,,OILPROD,TOT,KTOE,0.0,,CHE,A,66.76,4200.122
2007,PRYENRGSUPPLY,TOT,TOE_1000USD,0.064,,OILPROD,TOT,KTOE,0.0,,CHE,A,74.92,4576.670999999999
2008,PRYENRGSUPPLY,TOT,TOE_1000USD,0.065,,OILPROD,TOT,KTOE,0.0,,CHE,A,101.03,4770.117
2009,PRYENRGSUPPLY,TOT,TOE_1000USD,0.067,,OILPROD,TOT,KTOE,0.0,,CHE,A,63.27,4802.304
2010,PRYENRGSUPPLY,TOT,TOE_1000USD,0.063,,OILPROD,TOT,KTOE,0.0,,CHE,A,80.92,4977.195
2011,PRYENRGSUPPLY,TOT,TOE_1000USD,0.06,,OILPROD,TOT,KTOE,0.0,,CHE,A,112.51,4584.355
2012,PRYENRGSUPPLY,TOT,TOE_1000USD,0.06,,OILPROD,TOT,KTOE,0.0,,CHE,A,111.3,5302.196999999999
2013,PRYENRGSUPPLY,TOT,TOE_1000USD,0.061,,OILPROD,TOT,KTOE,0.0,,CHE,A,110.35,5424.741
